,collisions,step,episode_steps,reward,wait_average,accumulated_wait,throughput,stops
663,7.0,45372,46,-57364.0,31.501372872048325,57364.0,1821,0.6529379461834157
664,12.0,45407,35,-40728.5,22.489508558807287,40728.5,1811,0.6305908337934842
665,5.0,45443,36,-57360.5,31.56879471656577,57360.5,1817,0.6774903687396808
666,9.0,45478,35,-62398.5,36.02684757505774,62398.5,1732,0.6749422632794457
667,5.0,45511,33,-75777.5,43.32618639222413,75777.5,1749,0.6843910806174958
668,8.0,45544,33,-41910.0,23.374233128834355,41910.0,1793,0.6497490239821528
669,5.0,45578,34,-44708.5,25.117134831460675,44708.5,1780,0.6584269662921348
670,17.0,45615,37,-57341.5,31.89182424916574,57341.5,1798,0.6779755283648499
671,10.0,45649,34,-65848.0,36.66369710467706,65848.0,1796,0.6737193763919822
672,6.0,45683,34,-51079.5,27.62547322877231,51079.5,1849,0.6598161168199026
673,15.0,45719,36,-49303.5,27.93399433427762,49303.5,1765,0.6498583569405099
674,8.0,45752,33,-49381.0,27.058082191780823,49381.0,1825,0.6526027397260274
675,4.0,45787,35,-42281.5,24.230085959885386,42281.5,1745,0.6309455587392551
676,9.0,45822,35,-50960.0,28.75846501128668,50960.0,1772,0.6783295711060948
677,1.0,45860,38,-56478.0,31.640336134453783,56478.0,1785,0.6745098039215687
678,6.0,45894,34,-48832.0,26.919514884233738,48832.0,1814,0.639470782800441
679,10.0,45927,33,-44936.5,24.555464480874317,44936.5,1830,0.6508196721311476
680,8.0,45961,34,-41046.0,22.828698553948833,41046.0,1798,0.6418242491657397
681,9.0,45995,34,-46157.0,26.033276931754088,46157.0,1773,0.6486181613085167
682,5.0,46030,35,-49636.0,27.683212493028442,49636.0,1793,0.649191299498048
683,12.0,46064,34,-46190.5,25.35153677277717,46190.5,1822,0.6443468715697036
684,2.0,46099,35,-43742.5,24.409877232142858,43742.5,1792,0.6216517857142857
685,10.0,46133,34,-40453.5,22.49916573971079,40453.5,1798,0.6256952169076752
686,4.0,46165,32,-51065.0,27.647536545749865,51065.0,1847,0.6670276123443422
687,9.0,46198,33,-50261.0,29.069404279930595,50261.0,1729,0.6524002313475997
688,6.0,46232,34,-50022.0,27.79,50022.0,1800,0.6744444444444444
689,8.0,46268,36,-44224.5,25.156143344709896,44224.5,1758,0.6581342434584755
690,8.0,46298,30,-46464.0,26.951276102088165,46464.0,1724,0.6577726218097448
691,7.0,46331,33,-55351.5,32.331483644859816,55351.5,1712,0.6623831775700935
692,8.0,46364,33,-64483.0,35.58664459161148,64483.0,1812,0.6633554083885209
693,8.0,46402,38,-43660.0,24.680610514414923,43660.0,1769,0.6370830977953647
694,7.0,46432,30,-46127.0,26.911901983663945,46127.0,1714,0.647024504084014
695,4.0,46461,29,-55208.0,30.1353711790393,55208.0,1832,0.6774017467248908
696,4.0,46491,30,-64328.0,37.16233391103408,64328.0,1731,0.6845753899480069
697,6.0,46522,31,-54169.5,31.567307692307693,54169.5,1716,0.6724941724941725
698,9.0,46553,31,-45770.0,26.289488799540493,45770.0,1741,0.6461803561171741
699,9.0,46585,32,-53650.5,30.073150224215247,53650.5,1784,0.6816143497757847
700,4.0,46617,32,-42266.0,23.87909604519774,42266.0,1770,0.6271186440677966
701,8.0,46649,32,-42659.5,23.58181315644002,42659.5,1809,0.6202321724709784
702,8.0,46684,35,-52630.5,31.19768820391227,52630.5,1687,0.6644931831653823
703,4.0,46719,35,-54797.5,31.859011627906977,54797.5,1720,0.641860465116279
704,4.0,46754,35,-42519.5,24.352520045819016,42519.5,1746,0.638602520045819
705,7.0,46786,32,-44306.0,24.975197294250282,44306.0,1774,0.6550169109357384
706,6.0,46816,30,-48672.5,27.46755079006772,48672.5,1772,0.659706546275395
707,6.0,46854,38,-63415.0,36.76231884057971,63415.0,1725,0.7020289855072464
708,9.0,46889,35,-42816.0,24.83526682134571,42816.0,1724,0.6531322505800464
709,4.0,46929,40,-44697.5,25.295698924731184,44697.5,1767,0.6536502546689303
710,8.0,46964,35,-41419.5,23.50709421112372,41419.5,1762,0.6305334846765039
711,8.0,46995,31,-56541.5,32.569988479262676,56541.5,1736,0.6641705069124424
712,7.0,47027,32,-41097.5,22.95949720670391,41097.5,1790,0.6357541899441341
713,6.0,47062,35,-51730.5,28.851366424986058,51730.5,1793,0.6675962074735081
714,6.0,47097,35,-43096.5,25.05610465116279,43096.5,1720,0.627906976744186
715,10.0,47134,37,-45376.0,25.434977578475337,45376.0,1784,0.6513452914798207
716,7.0,47172,38,-44614.5,24.95218120805369,44614.5,1788,0.6448545861297539
717,6.0,47207,35,-46475.0,25.451807228915662,46475.0,1826,0.6582694414019715
718,8.0,47250,43,-40025.5,23.669722057953873,40025.5,1691,0.6333530455351862
719,9.0,47285,35,-47433.0,25.419614147909968,47433.0,1866,0.6264737406216506
720,6.0,47319,34,-37609.5,21.62708453133985,37609.5,1739,0.6147211040828062
721,6.0,47350,31,-42969.5,24.33154020385051,42969.5,1766,0.6347678369195923
722,2.0,47384,34,-50221.0,27.978272980501394,50221.0,1795,0.6908077994428969
723,12.0,47418,34,-44472.0,23.64274322169059,44472.0,1881,0.6384901648059543
724,3.0,47451,33,-44033.5,24.408813747228383,44033.5,1804,0.6518847006651884
725,10.0,47487,36,-46428.5,25.21917436175991,46428.5,1841,0.6561651276480174
726,8.0,47521,34,-50764.5,28.328404017857142,50764.5,1792,0.6830357142857143
727,6.0,47554,33,-42520.5,24.325228832951947,42520.5,1748,0.652745995423341
728,4.0,47586,32,-45377.5,24.541644131963224,45377.5,1849,0.6446727961060033
729,17.0,47620,34,-39655.0,21.969529085872576,39655.0,1805,0.628808864265928
730,4.0,47657,37,-47195.0,25.86027397260274,47195.0,1825,0.6515068493150685
731,6.0,47687,30,-50479.0,28.503105590062113,50479.0,1771,0.6775832862789385
732,2.0,47720,33,-39264.0,22.96140350877193,39264.0,1710,0.6502923976608187
733,7.0,47755,35,-42786.5,24.604082806210467,42786.5,1739,0.6325474410580794
734,8.0,47792,37,-35803.0,20.707345286292654,35803.0,1729,0.6032388663967612
735,5.0,47827,35,-40444.0,23.24367816091954,40444.0,1740,0.646551724137931
736,5.0,47873,46,-64295.5,37.381104651162794,64295.5,1720,0.6563953488372093
737,12.0,47911,38,-48214.5,27.51969178082192,48214.5,1752,0.5998858447488584
738,6.0,47943,32,-45322.0,26.334689134224288,45322.0,1721,0.6461359674607786
739,6.0,47977,34,-46586.0,26.60536836093661,46586.0,1751,0.655625356938892
740,7.0,48018,41,-38612.0,22.101888952489983,38612.0,1747,0.6307956496851745
741,10.0,48059,41,-46322.0,25.451648351648352,46322.0,1820,0.6368131868131868
742,12.0,48101,42,-43126.0,24.351214003387916,43126.0,1771,0.6386222473178995
743,11.0,48147,46,-32841.0,18.627906976744185,32841.0,1763,0.681792399319342
744,6.0,48192,45,-37448.5,20.73560354374308,37448.5,1806,0.689922480620155
745,4.0,48234,42,-85286.5,47.09359469906129,85286.5,1811,0.6405300938707896
746,5.0,48281,47,-41255.5,22.54398907103825,41255.5,1830,0.6382513661202186
747,9.0,48330,49,-32046.0,18.125565610859727,32046.0,1768,0.6255656108597285
748,18.0,48395,65,-263462.0,152.99767711962835,263462.0,1722,0.7096399535423926
749,8.0,48441,46,-38858.5,20.970588235294116,38858.5,1853,0.6243928764166217
750,6.0,48488,47,-49556.5,27.79388670779585,49556.5,1783,0.6494671901289961
751,17.0,48535,47,-46446.5,26.078888265019653,46446.5,1781,0.6810780460415496
752,41.0,48634,99,-473243.5,260.88395810363835,473243.5,1814,0.7442116868798236
753,44.0,48731,97,-210151.5,113.5954054054054,210151.5,1850,0.778918918918919
754,50.0,48834,103,-352542.5,197.2817571348629,352542.5,1787,0.7750419697817571
755,34.0,48974,140,-213621.5,119.67591036414566,213621.5,1785,0.7714285714285715
756,60.0,49073,99,-271865.5,156.15479609419873,271865.5,1741,0.742676622630672
757,47.0,49169,96,-218164.5,123.95710227272727,218164.5,1760,0.75625
758,7.0,49228,59,-82116.0,44.896664844177145,82116.0,1829,0.708037178786222
759,11.0,49282,54,-36617.0,20.983954154727794,36617.0,1745,0.6343839541547278
760,51.0,49377,95,-305386.0,173.61341671404207,305386.0,1759,0.7168845935190449
761,36.0,49478,101,-173809.5,97.20889261744966,173809.5,1788,0.7746085011185683
762,54.0,49594,116,-206622.5,117.86794067313177,206622.5,1753,0.7809469480889903
763,49.0,49745,151,-224102.5,130.82457676590775,224102.5,1713,0.7898423817863398
764,31.0,49841,96,-224792.5,128.7471363115693,224792.5,1746,0.7130584192439863
765,53.0,49946,105,-289620.0,164.83779169038132,289620.0,1757,0.7598178713716562
766,20.0,50010,64,-183175.0,105.33352501437608,183175.0,1739,0.7487061529614721
767,6.0,50057,47,-60580.0,34.81609195402299,60580.0,1740,0.6718390804597701
768,38.0,50167,110,-190692.5,108.65669515669515,190692.5,1755,0.7908831908831909
769,54.0,50325,158,-273688.5,157.38269120184015,273688.5,1739,0.8154111558366878
770,54.0,50480,155,-267421.0,148.89810690423164,267421.0,1796,0.8374164810690423
771,55.0,50639,159,-257647.5,144.9901519414744,257647.5,1777,0.7923466516601013
772,37.0,50823,184,-297535.5,169.2465870307167,297535.5,1758,0.8430034129692833
773,23.0,50908,85,-214077.0,121.4276800907544,214077.0,1763,0.7691435053885423
774,49.0,51001,93,-91680.0,51.30386121992166,91680.0,1787,0.7425853385562395
775,23.0,51091,90,-200351.5,117.99263839811543,200351.5,1698,0.7620730270906949
776,11.0,51156,65,-89617.5,49.45778145695364,89617.5,1812,0.717439293598234
777,17.0,51232,76,-62644.5,34.918896321070235,62644.5,1794,0.6850613154960981
778,31.0,51299,67,-98001.5,54.32455654101996,98001.5,1804,0.7339246119733924
779,10.0,51371,72,-145192.5,86.01451421800948,145192.5,1688,0.7197867298578199
780,22.0,51554,183,-400002.0,222.9665551839465,400002.0,1794,0.7134894091415831
781,18.0,51618,64,-105482.5,57.20309110629067,105482.5,1844,0.7158351409978309
782,8.0,51670,52,-67816.0,38.70776255707762,67816.0,1752,0.6672374429223744
783,8.0,51747,77,-136464.5,81.66636744464392,136464.5,1671,0.6971873129862358
784,37.0,52115,368,-725700.0,409.768492377188,725700.0,1771,0.7075098814229249
785,51.0,52354,239,-537756.0,302.6201463140124,537756.0,1777,0.7416994935284187
786,19.0,52528,174,-441115.5,246.70889261744966,441115.5,1788,0.7975391498881432
787,22.0,52606,78,-45566.5,26.569387755102042,45566.5,1715,0.6880466472303207
788,32.0,52698,92,-61108.0,35.28175519630485,61108.0,1732,0.7326789838337182
789,12.0,52748,50,-36841.5,21.60791788856305,36841.5,1705,0.6997067448680352
790,13.0,52827,79,-32336.0,18.09513150531617,32336.0,1787,0.7011751538891998
791,15.0,52890,63,-38065.5,21.66505406943654,38065.5,1757,0.6573705179282868
792,15.0,52951,61,-42834.0,23.665193370165746,42834.0,1810,0.7243093922651934
793,36.0,53084,133,-212930.0,120.8456299659478,212930.0,1762,0.7843359818388195
794,16.0,53142,58,-50661.5,28.62231638418079,50661.5,1770,0.7073446327683616
795,5.0,53197,55,-95369.5,52.228641840087626,95369.5,1826,0.7256297918948521
796,21.0,53270,73,-42135.0,23.791643139469226,42135.0,1771,0.7007340485601355
797,23.0,53344,74,-28631.5,15.510021668472373,28631.5,1846,0.6847237269772481
798,27.0,53410,66,-42681.5,24.959941520467837,42681.5,1710,0.7046783625730995
